Row ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
351,01-09-2016,03-09-2016,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,24.56,2,0,11.5432
352,01-09-2016,03-09-2016,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,3.048,1,0.2,1.0668
353,01-09-2016,03-09-2016,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,49.12,4,0,23.0864
354,01-09-2016,03-09-2016,First Class,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296
355,08-04-2016,13-04-2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,388.704,6,0.2,-4.8588
356,08-04-2016,13-04-2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Office Supplies,Envelopes,8.26,2,0,3.7996
357,08-04-2016,13-04-2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Office Supplies,Art,17.04,4,0,6.9864
358,08-04-2016,13-04-2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,34.4,5,0,15.824
359,23-04-2016,28-04-2016,Standard Class,Heather Kirkland,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,36.24,5,0.2,11.325
360,08-03-2017,11-03-2017,First Class,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Appliances,647.84,8,0,168.4384
361,08-03-2017,11-03-2017,First Class,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2,0,9.936
362,25-09-2017,01-10-2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2,0,9.936
363,25-09-2017,01-10-2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,488.646,3,0.1,86.8704
364,25-09-2017,01-10-2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,5.56,2,0,1.4456
365,25-09-2017,01-10-2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Furniture,Furnishings,47.12,8,0,20.7328
366,24-09-2014,29-09-2014,Standard Class,Julia Dunbar,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,211.96,4,0,8.4784
367,21-10-2016,21-10-2016,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.2,4,0,10.44
368,21-10-2016,21-10-2016,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Supplies,7.36,2,0,0.1472
369,21-10-2016,21-10-2016,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,104.79,7,0,29.3412
370,21-10-2016,21-10-2016,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Furniture,Bookcases,1043.92,4,0,271.4192
371,29-05-2017,04-06-2017,Standard Class,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Paper,25.92,5,0.2,9.396
372,29-05-2017,04-06-2017,Standard Class,Guy Thornton,Consumer,United States,Harlingen,Texas,78550,Central,Office Supplies,Storage,53.424,3,0.2,4.6746
373,23-07-2014,27-07-2014,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.7,-5.712
374,23-07-2014,27-07-2014,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,1023.936,8,0.2,179.1888
375,23-07-2014,27-07-2014,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Art,9.24,1,0.2,0.924
376,23-07-2014,27-07-2014,Standard Class,Arthur Gainer,Consumer,United States,Tucson,Arizona,85705,West,Technology,Accessories,479.04,10,0.2,-29.94
377,28-09-2016,01-10-2016,First Class,Muhammed MacIntyre,Corporate,United States,Quincy,Illinois,62301,Central,Office Supplies,Paper,99.136,4,0.2,30.98
378,27-08-2017,01-09-2017,Standard Class,Allen Rosenblatt,Corporate,United States,Franklin,Massachusetts,2038,East,Furniture,Tables,1488.424,7,0.3,-297.6848
379,28-04-2015,05-05-2015,Standard Class,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322
380,28-04-2015,05-05-2015,Standard Class,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Storage,23.832,3,0.2,2.6811
381,28-04-2015,05-05-2015,Standard Class,Russell Applegate,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728
382,28-10-2016,29-10-2016,First Class,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Paper,50.96,7,0,25.48
383,28-10-2016,29-10-2016,First Class,Alejandro Savely,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.536,3,0.2,17.3376
384,26-06-2015,29-06-2015,Second Class,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,Technology,Accessories,41.9,2,0,8.799
385,27-11-2015,02-12-2015,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,Furniture,Tables,375.4575,3,0.45,-157.0095
386,27-11-2015,02-12-2015,Standard Class,Denny Ordway,Consumer,United States,Pembroke Pines,Florida,33024,South,Technology,Accessories,83.976,3,0.2,-1.0497
387,03-12-2015,07-12-2015,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Technology,Machines,482.34,4,0.7,-337.638
388,03-12-2015,07-12-2015,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,2.96,1,0.2,0.777
389,24-11-2014,26-11-2014,First Class,Nathan Gelder,Consumer,United States,Cincinnati,Ohio,45231,East,Office Supplies,Art,2.624,1,0.2,0.4264
390,11-12-2017,15-12-2017,Standard Class,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.36,4,0.2,7.884
391,11-12-2017,15-12-2017,Standard Class,Mike Vittorini,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,39.98,2,0,13.5932
392,21-09-2014,23-09-2014,Second Class,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,Technology,Phones,246.384,2,0.2,27.7182
393,21-09-2014,23-09-2014,Second Class,Jack Garza,Consumer,United States,Des Moines,Washington,98198,West,Technology,Copiers,1799.97,3,0,701.9883
394,07-06-2014,10-06-2014,Second Class,Bart Pistole,Corporate,United States,Peoria,Illinois,61604,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623
395,30-06-2017,05-07-2017,Standard Class,Victor Preis,Home Office,United States,Las Vegas,Nevada,89115,West,Office Supplies,Binders,75.792,3,0.2,25.5798
396,17-10-2017,19-10-2017,Second Class,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Storage,49.96,2,0,9.4924
397,17-10-2017,19-10-2017,Second Class,Saphhira Shifley,Corporate,United States,Warwick,Rhode Island,2886,East,Office Supplies,Paper,12.96,2,0,6.2208
398,31-10-2015,04-11-2015,Standard Class,Harold Pawlan,Home Office,United States,Jackson,Michigan,49201,Central,Office Supplies,Supplies,70.12,4,0,21.036
399,08-09-2016,10-09-2016,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,35.952,3,0.2,3.5952
400,08-09-2016,10-09-2016,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528
401,08-09-2016,10-09-2016,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Storage,131.136,4,0.2,-32.784
402,08-09-2016,10-09-2016,Second Class,Anna Gayman,Consumer,United States,Houston,Texas,77036,Central,Technology,Accessories,57.584,2,0.2,0.7198
403,24-12-2014,26-12-2014,First Class,Luke Foster,Consumer,United States,Miami,Florida,33180,South,Office Supplies,Paper,9.568,2,0.2,3.4684
404,16-04-2014,20-04-2014,Standard Class,Stephanie Phelps,Corporate,United States,Wilmington,North Carolina,28403,South,Office Supplies,Art,39.072,6,0.2,9.768
405,24-12-2017,29-12-2017,Standard Class,Roy Französisch,Consumer,United States,New York City,New York,10024,East,Office Supplies,Appliances,35.91,3,0,9.6957
406,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Technology,Accessories,179.95,5,0,37.7895
407,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Technology,Copiers,1199.976,3,0.2,434.9913
408,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,27.15,5,0,13.3035
409,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Furniture,Tables,1004.024,7,0.2,-112.9527
410,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,9.68,1,0,4.6464
411,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Labels,28.35,9,0,13.608
412,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,55.98,1,0,27.4302
413,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,1336.829,13,0.15,31.4548
414,08-12-2017,12-12-2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,Furniture,Chairs,113.568,2,0.2,-18.4548
415,03-11-2017,07-11-2017,Standard Class,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,139.86,7,0,65.7342
416,03-11-2017,07-11-2017,Standard Class,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,Furniture,Chairs,307.136,4,0.2,26.8744
417,24-06-2017,28-06-2017,Standard Class,Caroline Jumper,Consumer,United States,Huntington Beach,California,92646,West,Office Supplies,Art,95.92,8,0,25.8984
418,14-04-2016,18-04-2016,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,383.8,5,0.2,38.38
419,06-11-2017,10-11-2017,Standard Class,Victoria Brennan,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Paper,5.78,1,0,2.8322
420,04-03-2017,09-03-2017,Standard Class,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Art,9.32,4,0,2.7028
421,04-03-2017,09-03-2017,Standard Class,Sung Pak,Corporate,United States,Los Angeles,California,90045,West,Office Supplies,Envelopes,15.25,1,0,7.015
422,22-06-2014,25-06-2014,First Class,Joel Eaton,Consumer,United States,Louisville,Colorado,80027,West,Technology,Accessories,196.752,6,0.2,56.5662
423,19-10-2017,23-10-2017,Standard Class,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,56.56,4,0,14.7056
424,19-10-2017,23-10-2017,Standard Class,Michael Paige,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Storage,32.7,3,0,8.502
425,21-08-2017,23-08-2017,Second Class,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,Furniture,Chairs,866.4,4,0,225.264
426,23-11-2017,26-11-2017,Second Class,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,Furniture,Furnishings,28.4,2,0,11.076
427,23-11-2017,26-11-2017,Second Class,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,Office Supplies,Binders,287.92,8,0,138.2016
428,12-09-2014,13-09-2014,First Class,Shirley Daniels,Home Office,United States,New Rochelle,New York,10801,East,Technology,Machines,69.99,1,0,30.0957
429,01-10-2017,08-10-2017,Standard Class,Ken Heidel,Corporate,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,6.672,6,0.2,0.5004
430,15-04-2016,21-04-2016,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Binders,189.588,2,0.7,-145.3508
431,15-04-2016,21-04-2016,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,408.744,7,0.2,76.6395
432,15-04-2016,21-04-2016,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Technology,Accessories,291.96,5,0.2,54.7425
433,15-04-2016,21-04-2016,Standard Class,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,Office Supplies,Storage,4.768,2,0.2,-0.7748
434,06-06-2016,07-06-2016,First Class,Dave Brooks,Consumer,United States,Lowell,Massachusetts,1852,East,Office Supplies,Storage,714.3,5,0,207.147
435,19-12-2014,25-12-2014,Standard Class,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,4.812,2,0.7,-3.6892
436,19-12-2014,25-12-2014,Standard Class,Mike Kennedy,Consumer,United States,Jacksonville,Florida,32216,South,Technology,Accessories,247.8,5,0.2,-18.585
437,12-06-2016,14-06-2016,Second Class,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,Technology,Machines,1007.979,3,0.3,43.1991
438,12-06-2016,14-06-2016,Second Class,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,313.488,7,0.2,113.6394
439,15-09-2017,19-09-2017,Standard Class,Brenda Bowman,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Paper,31.872,8,0.2,11.5536
440,20-01-2017,23-01-2017,Second Class,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,207.846,3,0.1,2.3094
441,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,12.22,1,0,3.666
442,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,194.94,3,0,23.3928
443,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,70.95,3,0,20.5755
444,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,91.36,4,0,42.0256
445,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,242.94,3,0,29.1528
446,05-09-2016,07-09-2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Labels,22.05,7,0,10.584
447,20-03-2017,25-03-2017,Second Class,Troy Blackwell,Consumer,United States,Columbus,Indiana,47201,Central,Furniture,Furnishings,2.91,1,0,1.3677
448,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,59.52,3,0,15.4752
449,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Storage,161.94,3,0,9.7164
450,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,263.88,6,0,71.2476
451,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,30.48,3,0,7.9248
452,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Art,9.84,3,0,2.8536
453,01-04-2016,03-04-2016,Second Class,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,Technology,Phones,35.12,4,0,9.1312
454,20-10-2017,24-10-2017,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,Furniture,Tables,284.364,2,0.4,-75.8304
455,20-10-2017,24-10-2017,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,Office Supplies,Storage,665.408,2,0.2,66.5408
456,13-12-2016,17-12-2016,Standard Class,Ken Heidel,Corporate,United States,Norman,Oklahoma,73071,Central,Technology,Accessories,63.88,4,0,24.9132
457,12-02-2014,18-02-2014,Standard Class,Sanjit Chand,Consumer,United States,Concord,California,94521,West,Furniture,Chairs,129.568,2,0.2,-24.294
458,26-09-2016,01-10-2016,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,747.558,3,0.3,-96.1146
459,26-09-2016,01-10-2016,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Envelopes,8.928,2,0.2,3.348
460,15-12-2015,22-12-2015,Standard Class,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Appliances,103.92,4,0,36.372
461,15-12-2015,22-12-2015,Standard Class,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,899.91,9,0,377.9622
462,15-12-2015,22-12-2015,Standard Class,Joseph Holt,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,51.312,3,0.2,18.6006
463,22-04-2016,29-04-2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Furnishings,23.56,5,0.2,7.068
464,22-04-2016,29-04-2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,1272.63,6,0.5,-814.4832
465,22-04-2016,29-04-2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,28.485,5,0.7,-20.889
466,22-04-2016,29-04-2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Supplies,185.376,2,0.2,-34.758
467,22-04-2016,29-04-2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Appliances,78.272,2,0.2,5.8704
468,17-01-2015,24-01-2015,Standard Class,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,Furniture,Furnishings,254.744,7,0.6,-312.0614
469,31-03-2017,04-04-2017,Standard Class,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,Furniture,Bookcases,205.3328,2,0.32,-36.2352
470,16-12-2016,20-12-2016,Second Class,Craig Carreira,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,4.788,3,0.8,-7.9002
471,20-12-2015,24-12-2015,Standard Class,Maya Herman,Corporate,United States,Lindenhurst,New York,11757,East,Office Supplies,Paper,55.48,1,0,26.6304
472,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,340.92,3,0,3.4092
473,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,222.666,2,0.15,10.4784
474,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Technology,Phones,703.968,4,0.2,87.996
475,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Storage,92.52,6,0,24.9804
476,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,62.65,7,0,28.819
477,09-11-2014,11-11-2014,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Paper,94.85,5,0,45.528
478,12-07-2016,19-07-2016,Standard Class,Kristen Hastings,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,95.76,6,0.2,7.182
479,27-10-2016,02-11-2016,Standard Class,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,Furniture,Furnishings,40.2,3,0,19.296
480,26-06-2016,02-07-2016,Standard Class,John Grady,Corporate,United States,New York City,New York,10024,East,Office Supplies,Art,14.7,5,0,6.615
481,26-06-2016,02-07-2016,Standard Class,John Grady,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,704.25,5,0,84.51
482,06-10-2014,10-10-2014,Standard Class,Xylona Preis,Consumer,United States,San Diego,California,92024,West,Technology,Accessories,9.09,3,0,1.9089
483,22-07-2014,27-07-2014,Standard Class,Erin Mull,Consumer,United States,New York City,New York,10024,East,Office Supplies,Art,5.96,2,0,1.6688
484,22-07-2014,27-07-2014,Standard Class,Erin Mull,Consumer,United States,New York City,New York,10024,East,Technology,Accessories,159.98,2,0,57.5928
485,10-06-2017,13-06-2017,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Labels,29.6,2,0,14.8
486,10-06-2017,13-06-2017,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,Furniture,Bookcases,514.165,5,0.15,-30.245
487,10-06-2017,13-06-2017,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,279.96,5,0.2,17.4975
488,29-10-2014,31-10-2014,First Class,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,2735.952,6,0.2,341.994
489,09-06-2014,13-06-2014,Second Class,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Phones,7.992,1,0.2,0.5994
490,09-06-2014,13-06-2014,Second Class,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,63.984,2,0.2,10.3974
491,09-06-2014,13-06-2014,Second Class,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Office Supplies,Art,70.368,2,0.2,6.1572
492,14-09-2014,19-09-2014,Standard Class,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,449.15,5,0,8.983
493,14-09-2014,19-09-2014,Standard Class,Astrea Jones,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Envelopes,11.07,3,0,5.0922
494,09-05-2016,14-05-2016,Standard Class,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,93.98,2,0,13.1572
495,18-03-2016,21-03-2016,Second Class,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,189.882,3,0.4,-94.941
496,27-12-2015,31-12-2015,Standard Class,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Envelopes,105.42,2,0,51.6558
497,25-07-2016,31-07-2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Office Supplies,Binders,119.616,8,0.2,40.3704
498,25-07-2016,31-07-2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,255.76,4,0,81.8432
499,25-07-2016,31-07-2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Chairs,241.568,2,0.2,18.1176
500,25-07-2016,31-07-2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,Furniture,Furnishings,69.3,9,0,22.869
501,30-05-2016,04-06-2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,22.62,2,0.7,-15.08
502,30-05-2016,04-06-2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,14.952,2,0.7,-11.9616
503,30-05-2016,04-06-2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Furniture,Chairs,801.568,2,0.2,50.098
504,30-05-2016,04-06-2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Binders,2.376,3,0.7,-1.9008
505,30-05-2016,04-06-2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,Office Supplies,Paper,32.792,1,0.2,11.8871
506,12-11-2017,15-11-2017,Second Class,Ed Braxton,Corporate,United States,New York City,New York,10024,East,Office Supplies,Binders,15.92,5,0.2,5.373
507,16-03-2015,22-03-2015,Standard Class,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,2.74,1,0,0.7398
508,16-03-2015,22-03-2015,Standard Class,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Art,8.34,3,0,2.1684
509,16-03-2015,22-03-2015,Standard Class,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Storage,46.74,3,0,11.685
510,16-03-2015,22-03-2015,Standard Class,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Binders,6354.95,5,0,3177.475
511,26-11-2017,27-11-2017,First Class,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Furniture,Furnishings,126.3,3,0,40.416
512,26-11-2017,27-11-2017,First Class,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,Technology,Accessories,38.04,2,0,12.1728
513,20-10-2016,23-10-2016,First Class,Luke Foster,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Art,7.152,3,0.2,0.7152
514,21-12-2017,25-12-2017,Standard Class,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,6.63,3,0,1.7901
515,21-12-2017,25-12-2017,Standard Class,Bradley Nguyen,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,5.88,2,0,1.7052
516,22-01-2017,27-01-2017,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Technology,Copiers,2999.95,5,0,1379.977
517,22-01-2017,27-01-2017,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,51.45,3,0,13.8915
518,22-01-2017,27-01-2017,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Paper,11.96,2,0,5.382
519,22-01-2017,27-01-2017,Standard Class,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,Office Supplies,Storage,1126.02,3,0,56.301
520,22-03-2015,26-03-2015,Standard Class,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,18.392,1,0.2,5.2877
521,22-03-2015,26-03-2015,Standard Class,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,129.568,2,0.2,-25.9136
522,22-03-2015,26-03-2015,Standard Class,Dean Braden,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,14.112,9,0.8,-21.168
523,23-01-2017,25-01-2017,First Class,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,Furniture,Tables,210.98,2,0,21.098
524,21-05-2016,23-05-2016,First Class,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,55.176,3,0.2,-12.4146
525,21-05-2016,23-05-2016,First Class,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,Technology,Accessories,66.26,2,0,27.1666
526,26-12-2015,02-01-2016,Standard Class,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,22.2,5,0,10.434
527,21-10-2017,26-10-2017,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Chairs,683.952,3,0.2,42.747
528,21-10-2017,26-10-2017,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,45.696,3,0.2,5.1408
529,03-09-2015,07-09-2015,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,36.336,3,0.2,-7.2672
530,03-09-2015,07-09-2015,Standard Class,Mike Gockenbach,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Supplies,666.248,1,0.2,-149.9058
